"","Subject","TimePoint","WholeHeadDice","WholeHeadVolume","Thickness","ThicknessIso","CorticalVolume","CerebellarVolume","HippocampalVolume","WholeHeadVolume.1"
"38","NR4_F",3,0.915149149195123,512.640040740968,0.885869121730254,1.03270421792298,143.66251141727,68.1750054180623,44.8987535682321,512.640040740968
"39","NR4_F",7,0.927571625624675,522.033791487516,0.91028077401335,1.04753507275738,147.5887617293,68.9062554761769,44.5275035387278,522.033791487516
"40","NR4_F",28,0.90380802625282,510.952540606857,0.817394718191187,0.995955853838972,145.068761529029,70.9537556388975,42.288753360808,510.952540606857
"41","NR4_F",56,0.926755606017599,516.521291049422,0.821419338628084,0.997598158549066,141.333761232198,70.4587555995585,44.6737535503507,516.521291049422
"42","NR5_M",0,0.908176799767568,463.218786813319,0.896247679616494,1.02134495006789,134.066260654628,68.6475054556132,39.4200031328202,463.218786813319
"43","NR5_M",3,0.90112351068782,472.140037522317,0.852211234445753,1.01047958704935,133.233760588467,61.8750049173833,38.8350030863286,472.140037522317
"44","NR5_M",7,0.927988562333931,411.772532724739,0.869413022763881,1.0333774962946,133.278760592044,60.7275048261882,40.1850031936169,411.772532724739
"45","NR5_M",28,0.89847397572176,459.258786498607,0.867791208484731,1.02771479060708,129.476260289848,64.9800051641465,41.0287532606722,459.258786498607
"46","NR5_M",56,0.917947493433537,469.620037322045,0.880643093981585,1.02485744381591,131.152510423064,62.3925049585105,40.8937532499433,469.620037322045
"47","NR5_M",140,0.914919481170499,470.418787385524,0.921702828904228,1.03347855713874,133.166260583103,56.6887545052172,40.4662532159687,470.418787385524
"48","NR6_M",0,0.925813208049342,507.611290341318,0.852192450935486,1.03371244935814,143.955011440516,64.1925051015617,41.6025033062697,507.611290341318
"49","NR6_M",3,0.930178920883422,504.551290098132,0.864987896122561,1.03288641025797,143.30251138866,62.8312549933792,40.6462532302738,504.551290098132
"50","NR6_M",7,0.938938085435521,463.69128685087,0.804347408069947,1.02537511787611,142.965011361838,68.4562554404141,40.2862532016636,463.69128685087
"51","NR6_M",28,0.911812111443702,515.542540971638,0.876055961057772,1.03729893371226,143.550011408329,63.5737550523878,42.9525034135581,515.542540971638
"52","NR6_M",56,0.925941667719665,512.808790754379,0.85880150764946,1.01841399450237,142.762511345744,66.9600053215028,40.7025032347441,512.808790754379
"53","NR6_M",140,0.934441220632896,515.68879098326,0.906317312287233,1.03986404388372,150.356261949241,62.8087549915911,42.5925033849478,515.68879098326
"54","NR7_M",0,0.916990968953461,471.825037497283,0.852116673398679,1.0294046661386,137.430010921955,61.2787548699976,39.5662531444431,471.825037497283
"55","NR7_M",3,0.906071988258998,469.710037329198,0.787819941160476,0.994207159325837,132.153760502637,66.7687553063036,38.5537530639768,469.710037329198
"56","NR7_M",7,0.940676652892562,425.250033795834,0.885299380713265,1.0351935822055,141.840011272431,59.9512547644974,39.6675031524897,425.250033795834
"57","NR7_M",28,0.911642773885771,483.412538418175,0.874697880123123,1.03905224830959,141.738761264384,65.700005221367,39.5887531462312,483.412538418175
"58","NR7_M",56,0.922650680105569,494.516289300621,0.876761489243683,1.02501425476148,138.960011043549,60.0300047707559,39.7800031614304,494.516289300621
"59","NR7_M",140,0.915578141216047,492.536289143265,0.89037583054908,1.02852950587632,139.511261087358,61.0312548503281,42.1537533500791,492.536289143265
"60","NR8_M",0,0.915989294210944,470.148787364066,0.783595683188764,0.994251921889031,133.436260604561,64.9462551614643,40.4325032132865,470.148787364066
"61","NR8_M",3,0.919515398495133,473.422537624241,0.799193466593214,1.01178102687527,135.67501078248,70.5262556049229,40.522503220439,473.422537624241
"62","NR8_M",7,0.92954131803957,418.365033248664,0.863970092398099,1.03772895364802,141.952511281371,60.4125048011542,40.6462532302738,418.365033248664
"63","NR8_M",28,0.914926405455582,478.822538053394,0.847985356280834,1.02376056684927,140.028761128485,62.2462549468876,40.7475032383204,478.822538053394
"64","NR8_M",56,0.917154648713797,479.823788132966,0.844826483804908,1.01795994540181,136.518760849536,63.2362550255657,41.1412532696129,479.823788132966
"65","NR8_M",140,0.930652363962857,494.280039281846,0.874901272645424,1.02740720457282,141.772511267066,60.6037548163534,41.2987532821298,494.280039281846
"66","NR9_M",0,0.916333151774931,495.596289386452,0.891636820702373,1.04074109611493,146.081261609495,64.8675051552058,42.0075033384562,495.596289386452
"67","NR9_M",3,0.941344324667089,470.801287415922,0.847735497997725,1.02781997789672,145.226261541546,66.4987552848459,41.4450032937527,470.801287415922
"68","NR9_M",7,0.943484619388742,461.610036685467,0.812260073660916,1.02818258890573,142.593761332333,61.6275048977138,41.7937533214689,461.610036685467
"69","NR9_M",28,0.90646204128033,494.763789320291,0.904976741084029,1.04930733085019,146.992511681915,61.7850049102307,42.4012533697487,494.763789320291
"70","NR9_M",56,0.924422162594737,499.140039668084,0.907818895696387,1.05475998386388,147.881261752546,62.2800049495698,42.3787533679605,499.140039668084
"71","NR9_M",140,0.924942657178145,503.797540038229,0.878638916220796,1.02193878019612,143.955011440516,61.9537549236418,41.7150033152104,503.797540038229
