"Subject","TimePoint","WholeHeadDice","WholeHeadVolume","Thickness","ThicknessIso","CorticalVolume","CorticalIsoVolume","CerebellarVolume","HippocampalVolume","HippocampalIsoVolume","WholeHeadVolume.1"
"NR7_M",3,0.906071988258998,469.710037329198,0.810615023123507,1.17827729345559,132.153760502637,131.638515692533,66.7687553063036,38.5537530639768,38.2117545551958,469.710037329198
"NR7_M",7,0.940676652892562,425.250033795834,0.904094857235002,1.24030903194959,141.840011272431,140.879266794116,59.9512547644974,39.6675031524897,39.8992547563614,425.250033795834
"NR7_M",28,0.911642773885771,483.412538418175,0.882933508892611,1.22960600964428,141.738761264384,140.481016746641,65.700005221367,39.5887531462312,39.9127547579708,483.412538418175
"NR7_M",56,0.922650680105569,494.516289300621,0.888147027669364,1.22410972050995,138.960011043549,138.574141519324,60.0300047707559,39.7800031614304,39.7878797430845,494.516289300621
"NR7_M",140,0.915578141216047,492.536289143265,0.906007750897047,1.25361039786665,139.511261087358,140.08951669997,61.0312548503281,42.1537533500791,42.4608800617309,492.536289143265
"NR8_M",0,0.915989294210944,470.148787364066,0.819190576150556,1.20531048941985,133.436260604561,133.302390890882,64.9462551614643,40.4325032132865,40.3008798042389,470.148787364066
"NR8_M",3,0.919515398495133,473.422537624241,0.827918784144815,1.22314521782296,135.67501078248,138.884641556338,70.5262556049229,40.522503220439,40.8003798637839,473.422537624241
"NR8_M",7,0.92954131803957,418.365033248664,0.909163525818301,1.26344576699767,141.952511281371,142.195516951025,60.4125048011542,40.6462532302738,40.9995048875215,418.365033248664
"NR8_M",28,0.914926405455582,478.822538053394,0.888671272448265,1.25820089898973,140.028761128485,140.312266726524,62.2462549468876,40.7475032383204,40.8611298710259,478.822538053394
"NR8_M",56,0.917154648713797,479.823788132966,0.875733627292575,1.23252819081453,136.518760849536,136.110391225622,63.2362550255657,41.1412532696129,40.9961298871191,479.823788132966
"NR8_M",140,0.930652363962857,494.280039281846,0.898053895366573,1.23432051016635,141.772511267066,141.95589192246,60.6037548163534,41.2987532821298,41.2256299144777,494.280039281846
"NR9_M",0,0.916333151774931,495.596289386452,0.918499222689009,1.28474188576021,146.081261609495,146.05314241089,64.8675051552058,42.0075033384562,41.8803799925299,495.596289386452
"NR9_M",3,0.941344324667089,470.801287415922,0.871400838754209,1.24504132221651,145.226261541546,144.466892221794,66.4987552848459,41.4450032937527,41.2728799201103,470.801287415922
"NR9_M",7,0.943484619388742,461.610036685467,0.844270668830711,1.24113125943686,142.593761332333,143.771642138914,61.6275048977138,41.7937533214689,41.2222549140753,461.610036685467
"NR9_M",28,0.90646204128033,494.763789320291,0.934889724853053,1.28555826189397,146.992511681915,148.003892643437,61.7850049102307,42.4012533697487,42.0153800086232,494.763789320291
"NR9_M",56,0.924422162594737,499.140039668084,0.934500840050384,1.28960347549269,147.881261752546,149.445017815233,62.2800049495698,42.3787533679605,42.1706300271304,499.140039668084
"NR9_M",140,0.924942657178145,503.797540038229,0.895066001555163,1.239100663498,143.955011440516,143.339642087416,61.9537549236418,41.7150033152104,41.3505049293639,503.797540038229
